GET,201048,31172,46622,true
GET,137093,17632,36476,true
GET,138651,18421,37427,true
GET,110106,15527,27732,true
GET,116659,16167,41468,true
GET,86880,10493,22236,true
GET,76671,7513,21559,true
GET,74277,7327,21708,true
GET,78186,7925,22857,true
GET,90773,8686,31810,true
GET,81241,9858,21397,true
GET,66336,8917,24461,true
GET,57259,7771,21232,true
GET,91327,8074,20408,true
GET,54437,7272,19494,true
GET,52285,6117,19412,true
GET,52778,6089,19593,true
GET,51320,5772,19273,true
GET,58128,6970,21935,true
GET,59871,6823,22596,true
GET,346974,9339,224792,true
GET,77614,8554,26821,true
GET,51165,6085,19866,true
GET,60067,7139,23102,true
GET,53614,7364,20946,true
GET,85714,11018,36116,true
GET,50256,6156,19128,true
GET,49373,5973,18871,true
GET,48027,6063,18867,true
GET,57295,7000,21699,true
GET,92549,38934,25112,true
GET,48410,6129,18424,true
GET,48746,5881,18695,true
GET,169017,21723,77248,true
GET,63631,9139,25623,true
GET,47981,6165,18394,true
GET,61916,8568,23292,true
GET,50081,6478,19389,true
GET,47752,6426,18909,true
GET,63832,9774,25752,true
GET,56009,7144,22671,true
GET,64691,9135,27867,true
GET,62291,7581,25122,true
GET,64821,6640,31708,true
GET,49751,6542,20629,true
GET,68677,8046,23072,true
GET,57213,8055,24618,true
GET,60696,7498,24266,true
GET,74777,10790,35411,true
GET,63229,8650,25380,true
GET,60710,8930,25470,true
GET,64986,8208,24498,true
GET,63073,7147,20777,true
GET,64506,8925,26783,true
GET,160094,10711,112686,true
GET,51744,7370,20052,true
GET,56156,7491,21396,true
GET,63913,9562,26327,true
GET,135190,8601,29110,true
GET,56931,9028,24130,true
GET,51107,6701,19127,true
GET,55776,8149,22212,true
GET,59377,8129,25579,true
GET,10301782,10130509,87043,true
GET,59013,8019,24363,true
GET,52771,7167,21097,true
GET,53949,7399,21502,true
GET,86190,10320,32243,true
GET,61836,8175,24175,true
GET,62310,8906,25581,true
GET,65439,9124,27111,true
