2.161866666666666788e+04,1.064853541560998019e+04
1.660366666666666788e+04,8.762859066661216275e+03
1.732533333333333212e+04,9.027095216205118049e+03
1.491100000000000000e+04,9.508922040634610312e+03
1.445600000000000000e+04,6.054224953771264154e+03
1.501366666666666606e+04,8.383588358841338049e+03
1.549133333333333394e+04,6.583202091631903386e+03
1.455500000000000000e+04,5.831499452313558322e+03
1.432900000000000000e+04,6.807607206006135129e+03
1.465300000000000000e+04,6.322214580292784376e+03
1.409466666666666606e+04,5.971328464155471920e+03
1.498133333333333394e+04,6.780284151737299908e+03
1.467733333333333394e+04,6.385614577600707889e+03
1.492466666666666606e+04,6.588772963696148508e+03
1.520266666666666606e+04,6.372293689397352864e+03
1.395066666666666606e+04,6.295861683238178557e+03
1.467166666666666606e+04,5.960055614086163587e+03
1.436266666666666606e+04,6.509384849538395429e+03
1.525366666666666606e+04,6.650876772950065060e+03
1.462466666666666606e+04,6.661266241604018433e+03
1.456066666666666606e+04,6.997899268125637718e+03
1.512533333333333394e+04,6.612968999690431701e+03
1.482800000000000000e+04,6.704548942543910016e+03
1.567600000000000000e+04,7.127527055484719313e+03
1.412100000000000000e+04,6.005429401902360041e+03
1.432900000000000000e+04,6.235797815265234021e+03
1.475666666666666606e+04,6.401817061436541735e+03
1.505233333333333394e+04,5.889741778646439343e+03
1.668366666666666788e+04,6.512758943187338446e+03
1.650100000000000000e+04,6.801461830432729585e+03
1.603233333333333394e+04,6.409126520821694612e+03
1.472233333333333394e+04,6.194943586853716624e+03
1.614900000000000000e+04,6.360451682270685524e+03
1.578566666666666606e+04,7.390623523273707178e+03
1.504400000000000000e+04,7.586793511493068763e+03
1.628166666666666606e+04,6.899539102734809603e+03
1.654633333333333212e+04,8.029092352997732633e+03
1.652033333333333212e+04,7.675126396987435328e+03
1.511333333333333394e+04,7.327477931817104036e+03
1.543333333333333394e+04,9.403574461777820034e+03
1.642500000000000000e+04,1.082926080544435536e+04
1.571700000000000000e+04,7.281914708946175779e+03
1.417166666666666606e+04,6.408282821983852955e+03
1.654366666666666788e+04,1.047575604033745367e+04
1.513633333333333394e+04,6.751908013737056535e+03
1.466233333333333394e+04,6.568493797984943740e+03
1.717666666666666788e+04,7.912899403617278040e+03
1.651666666666666788e+04,7.204640141253876209e+03
1.528900000000000000e+04,6.683631756011597645e+03
1.529566666666666606e+04,7.187937655002302563e+03
1.444933333333333394e+04,6.010863710896019256e+03
1.358433333333333394e+04,6.412117815753231298e+03
1.573233333333333394e+04,7.080299898860216672e+03
1.570633333333333394e+04,6.376151947933277370e+03
1.467600000000000000e+04,6.918956427157205326e+03
1.559900000000000000e+04,6.760113736343494566e+03
1.672900000000000000e+04,7.123156633548546779e+03
1.605200000000000000e+04,6.659843394700308636e+03
1.487133333333333394e+04,6.810953338062643525e+03
1.488733333333333394e+04,6.469887352499526060e+03
1.467800000000000000e+04,5.956517651732428021e+03
1.338466666666666606e+04,6.029334944126646405e+03
1.347966666666666606e+04,5.592484072982833823e+03
1.310900000000000000e+04,5.488918630610830405e+03
1.322433333333333394e+04,5.640031639890566112e+03
1.572300000000000000e+04,7.172016135137083438e+03
1.568366666666666606e+04,6.373762863693627878e+03
1.578566666666666606e+04,6.734425272535635486e+03
1.770966666666666788e+04,7.396045828860176698e+03
1.583366666666666606e+04,6.453871380065869744e+03
1.477066666666666606e+04,6.303746785624139193e+03
1.641666666666666788e+04,6.833171813140658742e+03
1.435466666666666606e+04,6.184012897189008982e+03
1.413166666666666606e+04,6.141708969510576935e+03
1.473966666666666606e+04,6.373425302062200899e+03
1.334100000000000000e+04,5.506359504733291942e+03
1.374233333333333394e+04,5.975431526138230765e+03
1.355600000000000000e+04,5.764976177765177454e+03
1.350966666666666606e+04,5.464329337116007082e+03
1.392233333333333394e+04,5.858436692912765466e+03
1.454200000000000000e+04,7.245677027977901162e+03
1.396933333333333394e+04,7.422255271290526252e+03
1.378600000000000000e+04,6.487719922926183244e+03
1.487900000000000000e+04,7.517238957414262586e+03
1.551566666666666606e+04,7.085274093943014122e+03
1.401400000000000000e+04,6.670913194913171537e+03
1.461433333333333394e+04,6.324926843395107426e+03
1.467200000000000000e+04,6.935103565246880862e+03
1.404566666666666606e+04,6.562628130380896437e+03
1.404566666666666606e+04,7.359708005204192887e+03
1.395300000000000000e+04,6.680519700068251041e+03
1.542100000000000000e+04,7.643497661511602018e+03
1.467966666666666606e+04,7.966762594151194207e+03
1.405200000000000000e+04,6.837550390997738759e+03
1.477133333333333394e+04,7.033336711677703533e+03
1.384566666666666606e+04,7.213246414058881783e+03
1.407233333333333394e+04,6.917617798493447481e+03
1.353033333333333394e+04,5.916511458959578704e+03
1.373433333333333394e+04,6.635372050741892053e+03
1.309500000000000000e+04,5.775784714792730483e+03
1.330566666666666606e+04,5.720612186036852108e+03
1.334366666666666606e+04,5.917739500896153913e+03
1.468466666666666606e+04,7.370216605417147548e+03
1.453400000000000000e+04,6.916212099140685496e+03
